study_id,repeat,fold,role,seed
PUB-33D059B371DB,2,2,train,2202
PUB-1AC3EE3C2C72,2,2,test,2202
PUB-811ED9A0464C,2,2,train,2202
PUB-17E5F94DFDB9,2,2,train,2202
PUB-346FE6EE1EBC,2,2,train,2202
PUB-B382B5151288,2,2,train,2202
PUB-7EA6455D87DE,2,2,train,2202
PUB-98B05095E26B,2,2,test,2202
PUB-912CB7F93C34,2,2,train,2202
PUB-776D30B081EF,2,2,train,2202
PUB-1A84FCCBB8FB,2,2,train,2202
PUB-C95058D69119,2,2,train,2202
PUB-9A25206456A5,2,2,train,2202
PUB-5B422CA2FD37,2,2,train,2202
PUB-DA64784182B4,2,2,train,2202
PUB-A552D958F16D,2,2,train,2202
PUB-63FEFC0E3530,2,2,train,2202
PUB-5B0FE2EA3077,2,2,train,2202
PUB-F1FE58694BF5,2,2,train,2202
PUB-6D54A9745F3E,2,2,train,2202
PUB-3BF60A19A235,2,2,train,2202
PUB-4748BE7838E8,2,2,train,2202
PUB-6D79E14F3764,2,2,train,2202
PUB-831563B3C3CC,2,2,train,2202
PUB-75C40A1012BC,2,2,train,2202
PUB-5D47C4F160B1,2,2,train,2202
PUB-1CF33341C088,2,2,train,2202
PUB-D9BABA1AC30F,2,2,train,2202
PUB-4E8DCEF517B4,2,2,train,2202
PUB-E785FC50FDE7,2,2,test,2202
PUB-1AFFD512AE16,2,2,test,2202
PUB-596681F0B1F2,2,2,train,2202
PUB-393DA233E0D2,2,2,train,2202
PUB-20F6B79262CC,2,2,train,2202
PUB-50F821FCE7C2,2,2,train,2202
PUB-97E07F682412,2,2,test,2202
PUB-EEE28E719BBF,2,2,train,2202
PUB-3BFA42775143,2,2,train,2202
PUB-A2424855687F,2,2,test,2202
PUB-2ACD8AA4A9C8,2,2,test,2202
PUB-2F8D763ACBF1,2,2,train,2202
PUB-E6CAF5E5CD8C,2,2,train,2202
PUB-3FA7C0635785,2,2,test,2202
PUB-81AB798DF75D,2,2,train,2202
PUB-4FBA4D640EC3,2,2,train,2202
PUB-F26DAC3C1827,2,2,train,2202
PUB-AAFC34D90F6C,2,2,test,2202
PUB-755F533A975E,2,2,train,2202
PUB-5C0136FCC9A1,2,2,train,2202
PUB-853038140981,2,2,train,2202
PUB-71ABEED26D3F,2,2,test,2202
PUB-77D25E27A837,2,2,test,2202
PUB-4D228DE3A499,2,2,train,2202
PUB-5BE09ABCB8BC,2,2,train,2202
PUB-0C65B45112F0,2,2,test,2202
PUB-CA44D543370D,2,2,train,2202
PUB-E01304846BF7,2,2,train,2202
PUB-A7891FBD6E1B,2,2,train,2202
PUB-03B12BDC39CB,2,2,train,2202
PUB-BA46FAB87D8A,2,2,train,2202
PUB-05C51C5C81E5,2,2,train,2202
PUB-D0A8260C5203,2,2,train,2202
PUB-B317299B9ECA,2,2,train,2202
PUB-59991067C242,2,2,train,2202
PUB-F26B84CA189D,2,2,train,2202
PUB-0ABA99468648,2,2,train,2202
PUB-86F81110CB3B,2,2,train,2202
PUB-E77C4842E908,2,2,train,2202
PUB-994848976B5C,2,2,train,2202
PUB-E9C619FC9244,2,2,test,2202
PUB-7AC74F0AD869,2,2,train,2202
PUB-A71992EBBCDA,2,2,test,2202
PUB-F579C00DFA5B,2,2,train,2202
PUB-F4D39C9D924B,2,2,train,2202
PUB-2EB4E6762CAC,2,2,train,2202
PUB-2AC5EF3E51D8,2,2,train,2202
PUB-061451970F7B,2,2,train,2202
PUB-CBB1CA195546,2,3,train,2202
PUB-67C126EADCD7,2,3,train,2202
PUB-AB76135DF9CA,2,3,train,2202
PUB-D2F74CC997B7,2,3,test,2202
PUB-B18F405057BD,2,3,train,2202
PUB-7144C0C3740D,2,3,test,2202
PUB-B1D6B7AD04E8,2,3,train,2202
PUB-DF660348FD1F,2,3,train,2202
PUB-E94A6AB9D82C,2,3,train,2202
PUB-965E9C7134EE,2,3,train,2202
PUB-E352BD93648B,2,3,train,2202
PUB-6CFEE7C39CD0,2,3,train,2202
PUB-AFE69B3708B5,2,3,test,2202
PUB-E2ED1A9687A8,2,3,train,2202
PUB-767A0A64721C,2,3,test,2202
PUB-6697CC655EF0,2,3,train,2202
PUB-EC6103CF4E5D,2,3,train,2202
PUB-893C2162AACA,2,3,train,2202
PUB-F96DD130F433,2,3,train,2202
PUB-4E7F00040F89,2,3,train,2202
PUB-937A79E4882C,2,3,train,2202
PUB-7E9B923FA16C,2,3,test,2202
PUB-99F43A2D73B5,2,3,test,2202
PUB-33D059B371DB,2,3,train,2202
PUB-1AC3EE3C2C72,2,3,train,2202
PUB-811ED9A0464C,2,3,train,2202
PUB-17E5F94DFDB9,2,3,train,2202
PUB-346FE6EE1EBC,2,3,train,2202
PUB-B382B5151288,2,3,train,2202
PUB-7EA6455D87DE,2,3,train,2202
PUB-98B05095E26B,2,3,train,2202
PUB-912CB7F93C34,2,3,train,2202
PUB-776D30B081EF,2,3,train,2202
PUB-1A84FCCBB8FB,2,3,train,2202
PUB-C95058D69119,2,3,train,2202
PUB-9A25206456A5,2,3,test,2202
PUB-5B422CA2FD37,2,3,train,2202
PUB-DA64784182B4,2,3,train,2202
PUB-A552D958F16D,2,3,test,2202
PUB-63FEFC0E3530,2,3,train,2202
PUB-5B0FE2EA3077,2,3,train,2202
PUB-F1FE58694BF5,2,3,train,2202
PUB-6D54A9745F3E,2,3,train,2202
PUB-3BF60A19A235,2,3,train,2202
PUB-4748BE7838E8,2,3,train,2202
PUB-6D79E14F3764,2,3,test,2202
PUB-831563B3C3CC,2,3,test,2202
PUB-75C40A1012BC,2,3,test,2202
PUB-5D47C4F160B1,2,3,train,2202
PUB-1CF33341C088,2,3,test,2202
PUB-D9BABA1AC30F,2,3,train,2202
PUB-4E8DCEF517B4,2,3,train,2202
PUB-E785FC50FDE7,2,3,train,2202
PUB-1AFFD512AE16,2,3,train,2202
PUB-596681F0B1F2,2,3,train,2202
PUB-393DA233E0D2,2,3,train,2202
PUB-20F6B79262CC,2,3,train,2202
PUB-50F821FCE7C2,2,3,train,2202
PUB-97E07F682412,2,3,train,2202
PUB-EEE28E719BBF,2,3,train,2202
PUB-3BFA42775143,2,3,train,2202
PUB-A2424855687F,2,3,train,2202
PUB-2ACD8AA4A9C8,2,3,train,2202
PUB-2F8D763ACBF1,2,3,train,2202
PUB-E6CAF5E5CD8C,2,3,test,2202
PUB-3FA7C0635785,2,3,train,2202
PUB-81AB798DF75D,2,3,train,2202
PUB-4FBA4D640EC3,2,3,train,2202
PUB-F26DAC3C1827,2,3,train,2202
PUB-AAFC34D90F6C,2,3,train,2202
PUB-755F533A975E,2,3,train,2202
PUB-5C0136FCC9A1,2,3,test,2202
PUB-853038140981,2,3,train,2202
PUB-71ABEED26D3F,2,3,train,2202
PUB-77D25E27A837,2,3,train,2202
PUB-4D228DE3A499,2,3,train,2202
PUB-5BE09ABCB8BC,2,3,train,2202
PUB-0C65B45112F0,2,3,train,2202
PUB-CA44D543370D,2,3,train,2202
PUB-E01304846BF7,2,3,test,2202
PUB-A7891FBD6E1B,2,3,train,2202
PUB-03B12BDC39CB,2,3,train,2202
PUB-BA46FAB87D8A,2,3,train,2202
PUB-05C51C5C81E5,2,3,train,2202
PUB-D0A8260C5203,2,3,test,2202
PUB-B317299B9ECA,2,3,test,2202
PUB-59991067C242,2,3,train,2202
PUB-F26B84CA189D,2,3,test,2202
PUB-0ABA99468648,2,3,train,2202
PUB-86F81110CB3B,2,3,train,2202
PUB-E77C4842E908,2,3,train,2202
PUB-994848976B5C,2,3,test,2202
PUB-E9C619FC9244,2,3,train,2202
PUB-7AC74F0AD869,2,3,train,2202
PUB-A71992EBBCDA,2,3,train,2202
PUB-F579C00DFA5B,2,3,train,2202
PUB-F4D39C9D924B,2,3,test,2202
PUB-2EB4E6762CAC,2,3,train,2202
PUB-2AC5EF3E51D8,2,3,train,2202
PUB-061451970F7B,2,3,train,2202
PUB-CBB1CA195546,2,4,train,2202
PUB-67C126EADCD7,2,4,train,2202
PUB-AB76135DF9CA,2,4,train,2202
PUB-D2F74CC997B7,2,4,train,2202
PUB-B18F405057BD,2,4,train,2202
PUB-7144C0C3740D,2,4,train,2202
PUB-B1D6B7AD04E8,2,4,train,2202
PUB-DF660348FD1F,2,4,train,2202
PUB-E94A6AB9D82C,2,4,train,2202
PUB-965E9C7134EE,2,4,test,2202
PUB-E352BD93648B,2,4,train,2202
PUB-6CFEE7C39CD0,2,4,train,2202
PUB-AFE69B3708B5,2,4,train,2202
PUB-E2ED1A9687A8,2,4,train,2202
PUB-767A0A64721C,2,4,train,2202
PUB-6697CC655EF0,2,4,train,2202
PUB-EC6103CF4E5D,2,4,train,2202
PUB-893C2162AACA,2,4,test,2202
PUB-F96DD130F433,2,4,test,2202
PUB-4E7F00040F89,2,4,train,2202
PUB-937A79E4882C,2,4,test,2202
PUB-7E9B923FA16C,2,4,train,2202
PUB-99F43A2D73B5,2,4,train,2202
PUB-33D059B371DB,2,4,train,2202
PUB-1AC3EE3C2C72,2,4,train,2202
PUB-811ED9A0464C,2,4,train,2202
PUB-17E5F94DFDB9,2,4,train,2202
PUB-346FE6EE1EBC,2,4,test,2202
PUB-B382B5151288,2,4,train,2202
PUB-7EA6455D87DE,2,4,train,2202
PUB-98B05095E26B,2,4,train,2202
PUB-912CB7F93C34,2,4,train,2202
PUB-776D30B081EF,2,4,test,2202
PUB-1A84FCCBB8FB,2,4,train,2202
PUB-C95058D69119,2,4,train,2202
PUB-9A25206456A5,2,4,train,2202
PUB-5B422CA2FD37,2,4,train,2202
PUB-DA64784182B4,2,4,train,2202
PUB-A552D958F16D,2,4,train,2202
PUB-63FEFC0E3530,2,4,train,2202
PUB-5B0FE2EA3077,2,4,test,2202
PUB-F1FE58694BF5,2,4,train,2202
PUB-6D54A9745F3E,2,4,test,2202
PUB-3BF60A19A235,2,4,test,2202
PUB-4748BE7838E8,2,4,test,2202
PUB-6D79E14F3764,2,4,train,2202
PUB-831563B3C3CC,2,4,train,2202
PUB-75C40A1012BC,2,4,train,2202
PUB-5D47C4F160B1,2,4,train,2202
PUB-1CF33341C088,2,4,train,2202
PUB-D9BABA1AC30F,2,4,train,2202
PUB-4E8DCEF517B4,2,4,train,2202
PUB-E785FC50FDE7,2,4,train,2202
PUB-1AFFD512AE16,2,4,train,2202
PUB-596681F0B1F2,2,4,test,2202
PUB-393DA233E0D2,2,4,test,2202
PUB-20F6B79262CC,2,4,train,2202
PUB-50F821FCE7C2,2,4,train,2202
PUB-97E07F682412,2,4,train,2202
PUB-EEE28E719BBF,2,4,test,2202
PUB-3BFA42775143,2,4,train,2202
PUB-A2424855687F,2,4,train,2202
PUB-2ACD8AA4A9C8,2,4,train,2202
PUB-2F8D763ACBF1,2,4,train,2202
PUB-E6CAF5E5CD8C,2,4,train,2202
PUB-3FA7C0635785,2,4,train,2202
PUB-81AB798DF75D,2,4,test,2202
PUB-4FBA4D640EC3,2,4,train,2202
PUB-F26DAC3C1827,2,4,train,2202
PUB-AAFC34D90F6C,2,4,train,2202
PUB-755F533A975E,2,4,test,2202
PUB-5C0136FCC9A1,2,4,train,2202
PUB-853038140981,2,4,test,2202
PUB-71ABEED26D3F,2,4,train,2202
PUB-77D25E27A837,2,4,train,2202
PUB-4D228DE3A499,2,4,train,2202
PUB-5BE09ABCB8BC,2,4,train,2202
PUB-0C65B45112F0,2,4,train,2202
PUB-CA44D543370D,2,4,test,2202
PUB-E01304846BF7,2,4,train,2202
PUB-A7891FBD6E1B,2,4,test,2202
PUB-03B12BDC39CB,2,4,train,2202
PUB-BA46FAB87D8A,2,4,train,2202
PUB-05C51C5C81E5,2,4,train,2202
PUB-D0A8260C5203,2,4,train,2202
PUB-B317299B9ECA,2,4,train,2202
PUB-59991067C242,2,4,train,2202
PUB-F26B84CA189D,2,4,train,2202
PUB-0ABA99468648,2,4,train,2202
PUB-86F81110CB3B,2,4,test,2202
PUB-E77C4842E908,2,4,train,2202
PUB-994848976B5C,2,4,train,2202
PUB-E9C619FC9244,2,4,train,2202
PUB-7AC74F0AD869,2,4,train,2202
PUB-A71992EBBCDA,2,4,train,2202
PUB-F579C00DFA5B,2,4,train,2202
PUB-F4D39C9D924B,2,4,train,2202
PUB-2EB4E6762CAC,2,4,test,2202
PUB-2AC5EF3E51D8,2,4,train,2202
PUB-061451970F7B,2,4,train,2202
PUB-CBB1CA195546,2,5,train,2202
PUB-67C126EADCD7,2,5,test,2202
PUB-AB76135DF9CA,2,5,test,2202
PUB-D2F74CC997B7,2,5,train,2202
PUB-B18F405057BD,2,5,train,2202
PUB-7144C0C3740D,2,5,train,2202
PUB-B1D6B7AD04E8,2,5,train,2202
PUB-DF660348FD1F,2,5,train,2202
PUB-E94A6AB9D82C,2,5,train,2202
PUB-965E9C7134EE,2,5,train,2202
PUB-E352BD93648B,2,5,train,2202
PUB-6CFEE7C39CD0,2,5,train,2202
PUB-AFE69B3708B5,2,5,train,2202
PUB-E2ED1A9687A8,2,5,train,2202
PUB-767A0A64721C,2,5,train,2202
PUB-6697CC655EF0,2,5,train,2202
PUB-EC6103CF4E5D,2,5,train,2202
PUB-893C2162AACA,2,5,train,2202
PUB-F96DD130F433,2,5,train,2202
PUB-4E7F00040F89,2,5,train,2202
PUB-937A79E4882C,2,5,train,2202
PUB-7E9B923FA16C,2,5,train,2202
PUB-99F43A2D73B5,2,5,train,2202
PUB-33D059B371DB,2,5,test,2202
PUB-1AC3EE3C2C72,2,5,train,2202
PUB-811ED9A0464C,2,5,train,2202
PUB-17E5F94DFDB9,2,5,train,2202
PUB-346FE6EE1EBC,2,5,train,2202
PUB-B382B5151288,2,5,test,2202
PUB-7EA6455D87DE,2,5,train,2202
PUB-98B05095E26B,2,5,train,2202
PUB-912CB7F93C34,2,5,test,2202
PUB-776D30B081EF,2,5,train,2202
PUB-1A84FCCBB8FB,2,5,test,2202
PUB-C95058D69119,2,5,train,2202
PUB-9A25206456A5,2,5,train,2202
PUB-5B422CA2FD37,2,5,train,2202
PUB-DA64784182B4,2,5,test,2202
PUB-A552D958F16D,2,5,train,2202
PUB-63FEFC0E3530,2,5,test,2202
PUB-5B0FE2EA3077,2,5,train,2202
PUB-F1FE58694BF5,2,5,test,2202
PUB-6D54A9745F3E,2,5,train,2202
PUB-3BF60A19A235,2,5,train,2202
PUB-4748BE7838E8,2,5,train,2202
PUB-6D79E14F3764,2,5,train,2202
PUB-831563B3C3CC,2,5,train,2202
PUB-75C40A1012BC,2,5,train,2202
PUB-5D47C4F160B1,2,5,test,2202
PUB-1CF33341C088,2,5,train,2202
PUB-D9BABA1AC30F,2,5,train,2202
PUB-4E8DCEF517B4,2,5,test,2202
PUB-E785FC50FDE7,2,5,train,2202
PUB-1AFFD512AE16,2,5,train,2202
PUB-596681F0B1F2,2,5,train,2202
PUB-393DA233E0D2,2,5,train,2202
PUB-20F6B79262CC,2,5,test,2202
PUB-50F821FCE7C2,2,5,train,2202
PUB-97E07F682412,2,5,train,2202
PUB-EEE28E719BBF,2,5,train,2202
PUB-3BFA42775143,2,5,test,2202
PUB-A2424855687F,2,5,train,2202
PUB-2ACD8AA4A9C8,2,5,train,2202
PUB-2F8D763ACBF1,2,5,train,2202
PUB-E6CAF5E5CD8C,2,5,train,2202
PUB-3FA7C0635785,2,5,train,2202
PUB-81AB798DF75D,2,5,train,2202
PUB-4FBA4D640EC3,2,5,test,2202
PUB-F26DAC3C1827,2,5,train,2202
PUB-AAFC34D90F6C,2,5,train,2202
PUB-755F533A975E,2,5,train,2202
PUB-5C0136FCC9A1,2,5,train,2202
PUB-853038140981,2,5,train,2202
PUB-71ABEED26D3F,2,5,train,2202
PUB-77D25E27A837,2,5,train,2202
PUB-4D228DE3A499,2,5,test,2202
PUB-5BE09ABCB8BC,2,5,test,2202
PUB-0C65B45112F0,2,5,train,2202
PUB-CA44D543370D,2,5,train,2202
PUB-E01304846BF7,2,5,train,2202
PUB-A7891FBD6E1B,2,5,train,2202
PUB-03B12BDC39CB,2,5,test,2202
PUB-BA46FAB87D8A,2,5,test,2202
PUB-05C51C5C81E5,2,5,test,2202
PUB-D0A8260C5203,2,5,train,2202
PUB-B317299B9ECA,2,5,train,2202
PUB-59991067C242,2,5,train,2202
PUB-F26B84CA189D,2,5,train,2202
PUB-0ABA99468648,2,5,train,2202
PUB-86F81110CB3B,2,5,train,2202
PUB-E77C4842E908,2,5,test,2202
PUB-994848976B5C,2,5,train,2202
PUB-E9C619FC9244,2,5,train,2202
PUB-7AC74F0AD869,2,5,train,2202
PUB-A71992EBBCDA,2,5,train,2202
PUB-F579C00DFA5B,2,5,train,2202
PUB-F4D39C9D924B,2,5,train,2202
PUB-2EB4E6762CAC,2,5,train,2202
PUB-2AC5EF3E51D8,2,5,train,2202
PUB-061451970F7B,2,5,train,2202
PUB-CBB1CA195546,3,1,test,3303
PUB-67C126EADCD7,3,1,train,3303
PUB-AB76135DF9CA,3,1,train,3303
PUB-D2F74CC997B7,3,1,train,3303
PUB-B18F405057BD,3,1,train,3303
PUB-7144C0C3740D,3,1,train,3303
PUB-B1D6B7AD04E8,3,1,train,3303
PUB-DF660348FD1F,3,1,train,3303
PUB-E94A6AB9D82C,3,1,test,3303
PUB-965E9C7134EE,3,1,train,3303
PUB-E352BD93648B,3,1,test,3303
PUB-6CFEE7C39CD0,3,1,train,3303
PUB-AFE69B3708B5,3,1,train,3303
PUB-E2ED1A9687A8,3,1,train,3303
PUB-767A0A64721C,3,1,test,3303
PUB-6697CC655EF0,3,1,train,3303
PUB-EC6103CF4E5D,3,1,train,3303
PUB-893C2162AACA,3,1,test,3303
PUB-F96DD130F433,3,1,train,3303
PUB-4E7F00040F89,3,1,train,3303
PUB-937A79E4882C,3,1,train,3303
PUB-7E9B923FA16C,3,1,train,3303
PUB-99F43A2D73B5,3,1,train,3303
PUB-33D059B371DB,3,1,train,3303
PUB-1AC3EE3C2C72,3,1,train,3303
PUB-811ED9A0464C,3,1,train,3303
PUB-17E5F94DFDB9,3,1,train,3303
PUB-346FE6EE1EBC,3,1,train,3303
PUB-B382B5151288,3,1,train,3303
PUB-7EA6455D87DE,3,1,train,3303
PUB-98B05095E26B,3,1,test,3303
PUB-912CB7F93C34,3,1,test,3303
PUB-776D30B081EF,3,1,train,3303
PUB-1A84FCCBB8FB,3,1,test,3303
PUB-C95058D69119,3,1,train,3303
PUB-9A25206456A5,3,1,train,3303
PUB-5B422CA2FD37,3,1,train,3303
PUB-DA64784182B4,3,1,train,3303
PUB-A552D958F16D,3,1,train,3303
PUB-63FEFC0E3530,3,1,test,3303
PUB-5B0FE2EA3077,3,1,train,3303
PUB-F1FE58694BF5,3,1,train,3303
PUB-6D54A9745F3E,3,1,test,3303
PUB-3BF60A19A235,3,1,train,3303
PUB-4748BE7838E8,3,1,train,3303
PUB-6D79E14F3764,3,1,train,3303
PUB-831563B3C3CC,3,1,train,3303
PUB-75C40A1012BC,3,1,train,3303
PUB-5D47C4F160B1,3,1,test,3303
PUB-1CF33341C088,3,1,train,3303
PUB-D9BABA1AC30F,3,1,train,3303
PUB-4E8DCEF517B4,3,1,train,3303
PUB-E785FC50FDE7,3,1,train,3303
PUB-1AFFD512AE16,3,1,train,3303
PUB-596681F0B1F2,3,1,train,3303
PUB-393DA233E0D2,3,1,train,3303
PUB-20F6B79262CC,3,1,train,3303
PUB-50F821FCE7C2,3,1,train,3303
PUB-97E07F682412,3,1,train,3303
PUB-EEE28E719BBF,3,1,train,3303
PUB-3BFA42775143,3,1,train,3303
PUB-A2424855687F,3,1,train,3303
PUB-2ACD8AA4A9C8,3,1,train,3303
PUB-2F8D763ACBF1,3,1,train,3303
PUB-E6CAF5E5CD8C,3,1,train,3303
PUB-3FA7C0635785,3,1,train,3303
PUB-81AB798DF75D,3,1,test,3303
PUB-4FBA4D640EC3,3,1,train,3303
PUB-F26DAC3C1827,3,1,train,3303
PUB-AAFC34D90F6C,3,1,train,3303
PUB-755F533A975E,3,1,train,3303
PUB-5C0136FCC9A1,3,1,test,3303
PUB-853038140981,3,1,test,3303
PUB-71ABEED26D3F,3,1,train,3303
PUB-77D25E27A837,3,1,train,3303
PUB-4D228DE3A499,3,1,train,3303
PUB-5BE09ABCB8BC,3,1,train,3303
PUB-0C65B45112F0,3,1,train,3303
PUB-CA44D543370D,3,1,train,3303
PUB-E01304846BF7,3,1,train,3303
PUB-A7891FBD6E1B,3,1,train,3303
PUB-03B12BDC39CB,3,1,train,3303
PUB-BA46FAB87D8A,3,1,train,3303
PUB-05C51C5C81E5,3,1,test,3303
PUB-D0A8260C5203,3,1,train,3303
PUB-B317299B9ECA,3,1,train,3303
PUB-59991067C242,3,1,train,3303
PUB-F26B84CA189D,3,1,train,3303
PUB-0ABA99468648,3,1,train,3303
PUB-86F81110CB3B,3,1,train,3303
PUB-E77C4842E908,3,1,train,3303
PUB-994848976B5C,3,1,test,3303
PUB-E9C619FC9244,3,1,train,3303
PUB-7AC74F0AD869,3,1,train,3303
PUB-A71992EBBCDA,3,1,test,3303
PUB-F579C00DFA5B,3,1,train,3303
PUB-F4D39C9D924B,3,1,test,3303
PUB-2EB4E6762CAC,3,1,train,3303
PUB-2AC5EF3E51D8,3,1,test,3303
PUB-061451970F7B,3,1,test,3303
PUB-CBB1CA195546,3,2,train,3303
PUB-67C126EADCD7,3,2,train,3303
PUB-AB76135DF9CA,3,2,test,3303
PUB-D2F74CC997B7,3,2,test,3303
PUB-B18F405057BD,3,2,test,3303
PUB-7144C0C3740D,3,2,train,3303
PUB-B1D6B7AD04E8,3,2,train,3303
PUB-DF660348FD1F,3,2,train,3303
PUB-E94A6AB9D82C,3,2,train,3303
PUB-965E9C7134EE,3,2,test,3303
PUB-E352BD93648B,3,2,train,3303
PUB-6CFEE7C39CD0,3,2,test,3303
PUB-AFE69B3708B5,3,2,test,3303
PUB-E2ED1A9687A8,3,2,train,3303
PUB-767A0A64721C,3,2,train,3303
PUB-6697CC655EF0,3,2,train,3303
PUB-EC6103CF4E5D,3,2,train,3303
PUB-893C2162AACA,3,2,train,3303
PUB-F96DD130F433,3,2,test,3303
PUB-4E7F00040F89,3,2,train,3303
PUB-937A79E4882C,3,2,test,3303
PUB-7E9B923FA16C,3,2,train,3303
PUB-99F43A2D73B5,3,2,test,3303
PUB-33D059B371DB,3,2,test,3303
PUB-1AC3EE3C2C72,3,2,train,3303
PUB-811ED9A0464C,3,2,train,3303
PUB-17E5F94DFDB9,3,2,train,3303
PUB-346FE6EE1EBC,3,2,train,3303
PUB-B382B5151288,3,2,train,3303
PUB-7EA6455D87DE,3,2,train,3303
PUB-98B05095E26B,3,2,train,3303
PUB-912CB7F93C34,3,2,train,3303
PUB-776D30B081EF,3,2,train,3303
PUB-1A84FCCBB8FB,3,2,train,3303
PUB-C95058D69119,3,2,train,3303
PUB-9A25206456A5,3,2,train,3303
PUB-5B422CA2FD37,3,2,train,3303
PUB-DA64784182B4,3,2,train,3303
PUB-A552D958F16D,3,2,train,3303
PUB-63FEFC0E3530,3,2,train,3303
PUB-5B0FE2EA3077,3,2,train,3303
PUB-F1FE58694BF5,3,2,train,3303
PUB-6D54A9745F3E,3,2,train,3303
PUB-3BF60A19A235,3,2,train,3303
PUB-4748BE7838E8,3,2,train,3303
PUB-6D79E14F3764,3,2,train,3303
PUB-831563B3C3CC,3,2,train,3303
PUB-75C40A1012BC,3,2,train,3303
PUB-5D47C4F160B1,3,2,train,3303
PUB-1CF33341C088,3,2,train,3303
PUB-D9BABA1AC30F,3,2,train,3303
PUB-4E8DCEF517B4,3,2,train,3303
PUB-E785FC50FDE7,3,2,test,3303
PUB-1AFFD512AE16,3,2,train,3303
PUB-596681F0B1F2,3,2,test,3303
PUB-393DA233E0D2,3,2,train,3303
PUB-20F6B79262CC,3,2,train,3303
PUB-50F821FCE7C2,3,2,test,3303
PUB-97E07F682412,3,2,train,3303
PUB-EEE28E719BBF,3,2,train,3303
PUB-3BFA42775143,3,2,train,3303
PUB-A2424855687F,3,2,test,3303
PUB-2ACD8AA4A9C8,3,2,test,3303
PUB-2F8D763ACBF1,3,2,test,3303
PUB-E6CAF5E5CD8C,3,2,test,3303
PUB-3FA7C0635785,3,2,train,3303
PUB-81AB798DF75D,3,2,train,3303
PUB-4FBA4D640EC3,3,2,train,3303
PUB-F26DAC3C1827,3,2,train,3303
PUB-AAFC34D90F6C,3,2,train,3303
PUB-755F533A975E,3,2,train,3303
PUB-5C0136FCC9A1,3,2,train,3303
PUB-853038140981,3,2,train,3303
PUB-71ABEED26D3F,3,2,train,3303
PUB-77D25E27A837,3,2,train,3303
PUB-4D228DE3A499,3,2,train,3303
PUB-5BE09ABCB8BC,3,2,train,3303
PUB-0C65B45112F0,3,2,train,3303
PUB-CA44D543370D,3,2,train,3303
PUB-E01304846BF7,3,2,train,3303
PUB-A7891FBD6E1B,3,2,train,3303
PUB-03B12BDC39CB,3,2,train,3303
PUB-BA46FAB87D8A,3,2,train,3303
PUB-05C51C5C81E5,3,2,train,3303
PUB-D0A8260C5203,3,2,test,3303
PUB-B317299B9ECA,3,2,train,3303
PUB-59991067C242,3,2,train,3303
PUB-F26B84CA189D,3,2,train,3303
PUB-0ABA99468648,3,2,train,3303
PUB-86F81110CB3B,3,2,test,3303
PUB-E77C4842E908,3,2,train,3303
PUB-994848976B5C,3,2,train,3303
PUB-E9C619FC9244,3,2,train,3303
PUB-7AC74F0AD869,3,2,train,3303
PUB-A71992EBBCDA,3,2,train,3303
PUB-F579C00DFA5B,3,2,test,3303
PUB-F4D39C9D924B,3,2,train,3303
PUB-2EB4E6762CAC,3,2,train,3303
PUB-2AC5EF3E51D8,3,2,train,3303
PUB-061451970F7B,3,2,train,3303
PUB-CBB1CA195546,3,3,train,3303
PUB-67C126EADCD7,3,3,train,3303
PUB-AB76135DF9CA,3,3,train,3303
PUB-D2F74CC997B7,3,3,train,3303
PUB-B18F405057BD,3,3,train,3303
PUB-7144C0C3740D,3,3,train,3303
PUB-B1D6B7AD04E8,3,3,train,3303
PUB-DF660348FD1F,3,3,train,3303
PUB-E94A6AB9D82C,3,3,train,3303
PUB-965E9C7134EE,3,3,train,3303
PUB-E352BD93648B,3,3,train,3303
PUB-6CFEE7C39CD0,3,3,train,3303
PUB-AFE69B3708B5,3,3,train,3303
PUB-E2ED1A9687A8,3,3,train,3303
PUB-767A0A64721C,3,3,train,3303
PUB-6697CC655EF0,3,3,train,3303
PUB-EC6103CF4E5D,3,3,train,3303
PUB-893C2162AACA,3,3,train,3303
PUB-F96DD130F433,3,3,train,3303
PUB-4E7F00040F89,3,3,test,3303
PUB-937A79E4882C,3,3,train,3303
PUB-7E9B923FA16C,3,3,test,3303
PUB-99F43A2D73B5,3,3,train,3303
PUB-33D059B371DB,3,3,train,3303
PUB-1AC3EE3C2C72,3,3,test,3303
PUB-811ED9A0464C,3,3,train,3303
PUB-17E5F94DFDB9,3,3,train,3303
PUB-346FE6EE1EBC,3,3,train,3303
PUB-B382B5151288,3,3,train,3303
PUB-7EA6455D87DE,3,3,train,3303
PUB-98B05095E26B,3,3,train,3303
PUB-912CB7F93C34,3,3,train,3303
PUB-776D30B081EF,3,3,train,3303
PUB-1A84FCCBB8FB,3,3,train,3303
PUB-C95058D69119,3,3,train,3303
PUB-9A25206456A5,3,3,train,3303
PUB-5B422CA2FD37,3,3,train,3303
PUB-DA64784182B4,3,3,test,3303
PUB-A552D958F16D,3,3,train,3303
PUB-63FEFC0E3530,3,3,train,3303
PUB-5B0FE2EA3077,3,3,train,3303
PUB-F1FE58694BF5,3,3,train,3303
PUB-6D54A9745F3E,3,3,train,3303
PUB-3BF60A19A235,3,3,train,3303
PUB-4748BE7838E8,3,3,test,3303
PUB-6D79E14F3764,3,3,train,3303
PUB-831563B3C3CC,3,3,test,3303
